epoch,gen_loss,disc_loss
501,[0.3861528],1.4704278
502,[0.385972],1.4682149
503,[0.38584185],1.4683228
504,[0.3852527],1.466305
505,[0.38402042],1.4655291
506,[0.38258728],1.4641528
507,[0.38133776],1.4622645
508,[0.38053748],1.4620602
509,[0.380025],1.4598256
510,[0.3795455],1.4597752
511,[0.37888092],1.4579053
512,[0.3780209],1.4568796
513,[0.37711883],1.4558945
514,[0.37631845],1.4539413
515,[0.37559694],1.4536785
516,[0.3749221],1.4516659
517,[0.37427598],1.4511272
518,[0.37364239],1.4496918
519,[0.37306026],1.4484828
520,[0.37252894],1.4476774
521,[0.37209004],1.4459915
522,[0.37151447],1.4452889
523,[0.37078685],1.443967
524,[0.36984682],1.4426117
525,[0.3689409],1.4418267
526,[0.36819685],1.4402876
527,[0.3675339],1.4395423
528,[0.3668371],1.4380602
529,[0.36609793],1.4370631
530,[0.36530265],1.4360636
531,[0.36465347],1.4346638
532,[0.36419785],1.4337748
533,[0.3639309],1.4325316
534,[0.36363003],1.4316994
535,[0.36318484],1.430386
536,[0.36253822],1.4292815
537,[0.36205775],1.4283178
538,[0.36168283],1.4271452
539,[0.36135605],1.4263117
540,[0.36071333],1.4247968
541,[0.35995603],1.4240416
542,[0.3590928],1.42242
543,[0.35817882],1.4218334
544,[0.35729674],1.4201543
545,[0.35641167],1.4195399
546,[0.35557503],1.4179684
547,[0.35482866],1.4169915
548,[0.35423863],1.416014
549,[0.35362262],1.4145852
550,[0.35296333],1.4138533
551,[0.35232326],1.4124565
552,[0.35184902],1.41156
553,[0.35143426],1.4106867
554,[0.3509342],1.4093003
555,[0.35007444],1.408519
556,[0.3491221],1.4071116
557,[0.3484506],1.4062601
558,[0.34837252],1.4051619
559,[0.34868085],1.4044876
560,[0.34869656],1.4032768
561,[0.3481158],1.4025674
562,[0.34716603],1.4008472
563,[0.34629166],1.4006264
564,[0.34563822],1.3985491
565,[0.34469518],1.3982112
566,[0.34349608],1.3963947
567,[0.34224203],1.39554
568,[0.3413824],1.3943446
569,[0.34104806],1.3931482
570,[0.3409896],1.3926883
571,[0.3409883],1.3912618
572,[0.34085935],1.3911932
573,[0.34072182],1.3894293
574,[0.34023654],1.3890104
575,[0.33926105],1.3874805
576,[0.3376806],1.3864418
577,[0.3363172],1.3851482
578,[0.33563542],1.3841615
579,[0.3355041],1.3833108
580,[0.33540386],1.3821063
581,[0.33493263],1.3816811
582,[0.33418635],1.3800141
583,[0.33341932],1.3796151
584,[0.33280623],1.3780657
585,[0.33225203],1.3773663
586,[0.3316858],1.3762774
587,[0.33116937],1.3752677
588,[0.33071646],1.3745911
589,[0.33041787],1.373354
590,[0.32990766],1.3727078
591,[0.32924223],1.3715537
592,[0.32844302],1.3705041
593,[0.3278442],1.3698816
594,[0.32729447],1.3683732
595,[0.32665026],1.3679957
596,[0.3259304],1.3664348
597,[0.32529676],1.3657606
598,[0.3249524],1.3647168
599,[0.32476944],1.3638817
600,[0.3244649],1.3630624
601,[0.32382512],1.3619258
602,[0.32302278],1.3610071
603,[0.3223176],1.360127
604,[0.32190296],1.3589084
605,[0.32157823],1.358289
606,[0.32108694],1.3572388
607,[0.32035863],1.3562062
608,[0.31964606],1.3556361
609,[0.31922993],1.3542149
610,[0.31915683],1.3542483
611,[0.3191988],1.3528106
612,[0.31890604],1.3523924
613,[0.31836587],1.350991
614,[0.31794196],1.3503115
615,[0.31799245],1.3491807
616,[0.31836066],1.348787
617,[0.3189729],1.3478731
618,[0.3196386],1.347539
619,[0.31966934],1.3464265
620,[0.318753],1.345876
621,[0.31634843],1.3444802
622,[0.31363305],1.3433113
623,[0.31161952],1.3419306
624,[0.31124133],1.3411001
625,[0.31185582],1.3404424
626,[0.31218377],1.3396332
627,[0.31160444],1.3389003
628,[0.3101593],1.3376639
629,[0.3087457],1.3367274
630,[0.30790392],1.3356652
631,[0.30770013],1.3351347
632,[0.30773246],1.3341048
633,[0.30741507],1.3335253
634,[0.30668044],1.3325391
635,[0.30561605],1.3315336
636,[0.30469093],1.3307548
637,[0.30422503],1.3296123
638,[0.30410004],1.3290713
639,[0.30395392],1.3281441
640,[0.30350187],1.3273466
641,[0.30290896],1.3266301
642,[0.30238798],1.3257064
643,[0.30218533],1.3248835
644,[0.30218393],1.3243189
645,[0.3022668],1.3233602
646,[0.30234993],1.3229625
647,[0.3024268],1.3218899
648,[0.30222693],1.3212063
649,[0.3015199],1.3204877
650,[0.30016392],1.3192616
651,[0.29850337],1.3185523
652,[0.29728398],1.317309
653,[0.29692435],1.31661
654,[0.29701334],1.3159189
655,[0.29691762],1.3152117
656,[0.29625842],1.3144155
657,[0.2952953],1.3135036
658,[0.29444507],1.3126106
659,[0.29393807],1.3118647
660,[0.2937499],1.311019
661,[0.29362935],1.310469
662,[0.29344338],1.3095787
663,[0.2931911],1.3090539
664,[0.29310763],1.3079519
665,[0.2933683],1.3076987
666,[0.2943039],1.3067325
667,[0.29555538],1.3071563
668,[0.2968024],1.3057075
669,[0.29680184],1.3057827
670,[0.29530552],1.3039477
671,[0.29253107],1.303569
672,[0.28997785],1.3018317
673,[0.28854558],1.301172
674,[0.28833073],1.3005879
675,[0.28862944],1.2995863
676,[0.28870234],1.299638
677,[0.28818324],1.2980473
678,[0.28701013],1.29766
679,[0.28567845],1.2964463
680,[0.2847752],1.2955263
681,[0.28461063],1.2952831
682,[0.2847126],1.2941008
683,[0.28450486],1.2941027
684,[0.28378877],1.2927394
685,[0.2830043],1.2921019
686,[0.28261003],1.2912654
687,[0.28242856],1.2906002
688,[0.28222838],1.2899675
689,[0.2816648],1.2891862
690,[0.2813185],1.2882298
691,[0.281257],1.2879256
692,[0.28123885],1.2869824
693,[0.28062552],1.2864921
694,[0.27950048],1.2855095
695,[0.278324],1.2846203
696,[0.27755398],1.2839935
697,[0.27715623],1.2831354
698,[0.27687111],1.282582
699,[0.2766263],1.2817857
700,[0.27640766],1.2812146
701,[0.27624154],1.280472
702,[0.27599868],1.2798288
703,[0.27574778],1.2792344
704,[0.27545282],1.2784897
705,[0.2752417],1.2780209
706,[0.27486965],1.2772459
707,[0.27433062],1.2767086
708,[0.27383232],1.2757907
709,[0.27356482],1.2753171
710,[0.27354768],1.274529
711,[0.27326426],1.2739985
712,[0.2725498],1.273112
713,[0.27142918],1.2723591
714,[0.2704682],1.271511
715,[0.26997596],1.270823
716,[0.2697661],1.2702885
717,[0.2696017],1.269536
718,[0.26944694],1.2693621
719,[0.2693713],1.2681754
720,[0.2692366],1.2681763
721,[0.26888266],1.2668426
722,[0.2680864],1.2667778
723,[0.26716384],1.2654538
724,[0.26643533],1.2647922
725,[0.26593754],1.2640452
726,[0.2656087],1.2632692
727,[0.26538092],1.2628156
728,[0.26528063],1.2620659
729,[0.2653785],1.2615335
730,[0.26567632],1.2609997
731,[0.26642734],1.2605022
732,[0.2675762],1.2604265
733,[0.26900733],1.2596865
734,[0.26964307],1.2596092
735,[0.26972085],1.2585034
736,[0.26804575],1.2583109
737,[0.26631525],1.2566406
738,[0.26468518],1.2562978
739,[0.26340136],1.2552476
740,[0.26221704],1.2544488
741,[0.26148462],1.2539767
742,[0.26120675],1.2529843
743,[0.26100984],1.2529068
744,[0.26028478],1.2516642
745,[0.2592581],1.2513347
746,[0.25833666],1.2502584
747,[0.25787008],1.2497146
748,[0.25760084],1.2491951
749,[0.25709686],1.2483737
750,[0.25657374],1.2480955
751,[0.25616953],1.2471435
752,[0.25581396],1.2467307
753,[0.25523847],1.245862
754,[0.2545436],1.2452397
755,[0.25405592],1.2446883
756,[0.25377795],1.2438747
757,[0.25350145],1.2435198
758,[0.2530605],1.2426925
759,[0.25256416],1.2422034
760,[0.25211594],1.2415086
761,[0.25169286],1.2408977
762,[0.25128663],1.2403059
763,[0.25093314],1.2396781
764,[0.25065258],1.2392085
765,[0.2503962],1.2384174
766,[0.2500927],1.2380102
767,[0.24976017],1.2372334
768,[0.24955292],1.2367294
769,[0.24968179],1.2362092
770,[0.25035673],1.2358053
771,[0.25155714],1.2355092
772,[0.2533162],1.2354276
773,[0.2557927],1.234987
774,[0.25840807],1.2351854
775,[0.2599949],1.2343235
776,[0.25846004],1.234147
777,[0.2550038],1.2325308
778,[0.25204846],1.2319634
779,[0.25372392],1.2312698
780,[0.26420337],1.2320784
781,[0.3258215],1.2335811
782,[0.35041252],1.2367465
783,[0.39302433],1.2381017
784,[0.5589882],1.2574179
785,[0.5005505],1.2470987
786,[0.46309406],1.2515867
787,[0.44782123],1.2525764
788,[0.41491255],1.2464298
789,[0.4071225],1.2434216
790,[0.37878397],1.2450113
791,[0.36719263],1.2436552
792,[0.35985905],1.2409682
793,[0.34702343],1.2388161
794,[0.33504635],1.2358286
795,[0.32615557],1.2328367
796,[0.32277602],1.2335253
797,[0.31040725],1.234513
798,[0.3081813],1.2313092
799,[0.29903048],1.2291111
800,[0.29404128],1.229511
801,[0.29257244],1.2284718
802,[0.28418925],1.2256231
803,[0.28133923],1.2250109
804,[0.27817664],1.2249482
805,[0.2737271],1.2240655
806,[0.2707281],1.2229785
807,[0.26815107],1.2224977
808,[0.26525348],1.2218213
809,[0.26215333],1.2206265
810,[0.26079345],1.2201304
811,[0.25834915],1.2199304
812,[0.25627872],1.2188587
813,[0.25418976],1.2174602
814,[0.2518897],1.216054
815,[0.2520418],1.2152767
816,[0.2497567],1.2150469
817,[0.24749935],1.2148303
818,[0.24691296],1.2140188
819,[0.24585932],1.2131
820,[0.24436162],1.2125804
821,[0.2434789],1.2118554
822,[0.24239643],1.2107513
823,[0.24134502],1.2101171
824,[0.24041884],1.2098153
825,[0.23964986],1.2091877
826,[0.23874877],1.2086732
827,[0.23811652],1.2084702
828,[0.23732764],1.2078929
829,[0.23647252],1.2072096
830,[0.23597156],1.2067378
831,[0.2352326],1.2062473
832,[0.23459817],1.2056346
833,[0.23399453],1.2050474
834,[0.23350336],1.2045705
835,[0.23287383],1.2041638
836,[0.23232372],1.2037511
837,[0.23180449],1.203069
838,[0.2313476],1.2024224
839,[0.23081514],1.2018408
840,[0.23031077],1.2014426
841,[0.2298852],1.2010971
842,[0.22939089],1.2004874
843,[0.22895303],1.1999385
844,[0.22853956],1.1994256
845,[0.22810319],1.1989431
846,[0.22767943],1.1985109
847,[0.22725672],1.1981077
848,[0.22687985],1.197607
849,[0.22648945],1.197
850,[0.22608119],1.196516
851,[0.22571726],1.1960075
852,[0.22533244],1.1954666
853,[0.22495814],1.1950061
854,[0.2245967],1.194561
855,[0.22423661],1.1940732
856,[0.2238836],1.1935338
857,[0.2235275],1.192991
858,[0.22317778],1.1924553
859,[0.22283825],1.1919938
860,[0.22249898],1.1915548
861,[0.2221649],1.1910667
862,[0.22182843],1.1905689
863,[0.22150297],1.1900942
864,[0.22117707],1.1896522
865,[0.22084871],1.1892059
866,[0.22053093],1.1887317
867,[0.22021395],1.1882555
868,[0.21989486],1.1877489
869,[0.21958296],1.1872697
870,[0.21927403],1.1868365
871,[0.21896368],1.1863804
872,[0.2186585],1.1859162
873,[0.2183536],1.1854742
874,[0.2180518],1.1850175
875,[0.21775295],1.1845658
876,[0.21746084],1.1841114
877,[0.21717447],1.1836756
878,[0.21690476],1.1831944
879,[0.21664557],1.1828027
880,[0.21638374],1.1822914
881,[0.21610203],1.1819148
882,[0.21579877],1.1814177
883,[0.2154792],1.1810017
884,[0.21516356],1.1805352
885,[0.21486466],1.1800995
886,[0.21458358],1.1796896
887,[0.21432218],1.1792092
888,[0.2140763],1.1788212
889,[0.21383399],1.1783578
890,[0.21359974],1.1779991
891,[0.21335275],1.177504
892,[0.21309713],1.1771779
893,[0.21281941],1.1767244
894,[0.21252757],1.1763881
895,[0.2122285],1.17587
896,[0.21194266],1.1754966
897,[0.21169268],1.1750948
898,[0.21149157],1.17468
899,[0.21132906],1.1743443
900,[0.21119252],1.1739428
901,[0.21104139],1.1735582
902,[0.21085301],1.1731434
903,[0.21061215],1.172754
904,[0.21033943],1.1723435
905,[0.21007034],1.1719925
906,[0.20982783],1.1715605
907,[0.20962502],1.1711512
908,[0.2094179],1.1708704
909,[0.2091353],1.170419
910,[0.20877346],1.1701357
911,[0.20833771],1.1695821
912,[0.20787689],1.1692522
913,[0.20744],1.1687927
914,[0.20707406],1.1684036
915,[0.20679514],1.1680454
916,[0.2065891],1.167625
917,[0.20642754],1.1673496
918,[0.20627299],1.166933
919,[0.20610493],1.1666613
920,[0.20588256],1.1661489
921,[0.20561305],1.1658664
922,[0.2053015],1.1653937
923,[0.20498197],1.1650615
924,[0.20467949],1.1646615
925,[0.2044188],1.1642709
926,[0.20421694],1.1639824
927,[0.20408586],1.1635649
928,[0.20399787],1.1633444
929,[0.2039157],1.1629276
930,[0.20380947],1.1626842
931,[0.20372248],1.1622143
932,[0.20369977],1.1619829
933,[0.20379007],1.1615849
934,[0.20412083],1.1614105
935,[0.20456034],1.1611754
936,[0.20522404],1.1608672
937,[0.20549086],1.160598
938,[0.20548482],1.1602674
939,[0.20464665],1.1599381
940,[0.20337921],1.1593904
941,[0.20176996],1.158797
942,[0.200544],1.1584034
