epoch,gen_loss,disc_loss
745,[0.271358],1.2162333
746,[0.27094376],1.2155881
747,[0.27059856],1.2151109
748,[0.27030584],1.2143493
749,[0.2700057],1.2138833
750,[0.2696787],1.2131724
751,[0.26932955],1.2126153
752,[0.26897737],1.2120228
753,[0.26866385],1.2113113
754,[0.2683999],1.2109289
755,[0.26820537],1.2101545
756,[0.26800168],1.2097723
757,[0.26771778],1.2090812
758,[0.26728567],1.2084842
759,[0.26684272],1.2079564
760,[0.2664402],1.2072923
761,[0.26608822],1.2067668
762,[0.26572582],1.2061415
763,[0.26536492],1.2055631
764,[0.26503712],1.2049706
765,[0.264772],1.2044332
766,[0.26452696],1.2038281
767,[0.2642483],1.2033789
768,[0.26392132],1.2027233
769,[0.26354748],1.2021811
770,[0.2632002],1.2016035
771,[0.26287812],1.201021
772,[0.2625807],1.200526
773,[0.26225471],1.199898
774,[0.26189998],1.1993811
775,[0.2615295],1.1988549
776,[0.26120883],1.1982691
777,[0.2609285],1.1977894
778,[0.26065004],1.1971924
779,[0.26032448],1.1966772
780,[0.2599773],1.1961681
781,[0.25967845],1.1955167
782,[0.2594367],1.1950991
783,[0.25923747],1.1944993
784,[0.2589554],1.1939986
785,[0.2586399],1.1934407
786,[0.25827286],1.1928504
787,[0.257923],1.1923532
788,[0.25756466],1.1918365
789,[0.25723654],1.1912105
790,[0.2569286],1.190834
791,[0.25661296],1.1902002
792,[0.2563101],1.1897438
793,[0.25601274],1.1891661
794,[0.25566506],1.1885967
795,[0.255291],1.1882341
796,[0.25492883],1.1875812
797,[0.25462386],1.187145
798,[0.2543677],1.1866324
799,[0.2541281],1.1860943
800,[0.25382227],1.1856456
801,[0.25344816],1.1850405
802,[0.253071],1.1846424
803,[0.2527609],1.1841373
804,[0.25252402],1.1836071
805,[0.2523271],1.1832426
806,[0.25215125],1.1826478
807,[0.25195065],1.182241
808,[0.25177264],1.1817538
809,[0.25146806],1.181272
810,[0.2511017],1.1808591
811,[0.25065157],1.1803
812,[0.2503111],1.1797919
813,[0.25007272],1.179394
814,[0.2498172],1.1788497
815,[0.24948315],1.1784236
816,[0.24912778],1.1779053
817,[0.24882908],1.177409
818,[0.24855313],1.1770275
819,[0.24826056],1.1764774
820,[0.2479293],1.1760997
821,[0.24758488],1.175636
822,[0.24723873],1.1750915
823,[0.24690479],1.1746417
824,[0.2466121],1.1741891
825,[0.24638593],1.1737529
826,[0.24619159],1.1733956
827,[0.2459393],1.1728883
828,[0.24562582],1.1724399
829,[0.24526972],1.1720018
830,[0.24494833],1.1714802
831,[0.24470147],1.17116
832,[0.24450895],1.1706266
833,[0.24433506],1.170255
834,[0.24412072],1.1697954
835,[0.24380788],1.1692859
836,[0.2434192],1.1688875
837,[0.24303566],1.1683896
838,[0.24272473],1.1679263
839,[0.24248308],1.1675451
840,[0.24222289],1.167063
841,[0.24190511],1.1666582
842,[0.24154986],1.1662172
843,[0.24120647],1.1657352
844,[0.24090438],1.1654325
845,[0.24063936],1.1648697
846,[0.24040033],1.1644797
847,[0.24017942],1.1640606
848,[0.23996124],1.163589
849,[0.23969316],1.1632789
850,[0.23936144],1.1627274
851,[0.23900206],1.162324
852,[0.23868443],1.1618966
853,[0.23843387],1.1614027
854,[0.23824051],1.1610547
855,[0.23805077],1.160593
856,[0.23782691],1.1602131
857,[0.23759446],1.1597831
858,[0.23736446],1.1593782
859,[0.23722765],1.1589968
860,[0.23716027],1.1586349
861,[0.23717141],1.1582054
862,[0.23709013],1.1578941
863,[0.23684911],1.1573707
864,[0.23631553],1.1570477
865,[0.23566358],1.1564541
866,[0.23507643],1.1560713
867,[0.234691],1.1555886
868,[0.23449418],1.1551862
869,[0.23434609],1.1548707
870,[0.23413673],1.1543612
871,[0.23383337],1.154079
872,[0.23351583],1.1536267
873,[0.23321149],1.1532348
874,[0.23298107],1.1528401
875,[0.23274498],1.1525159
876,[0.23245373],1.1520526
877,[0.23208794],1.1516731
878,[0.23172572],1.1512101
879,[0.23145804],1.1508516
880,[0.23127714],1.1504884
881,[0.23111589],1.1500707
882,[0.23090066],1.1497366
883,[0.23061495],1.1493131
884,[0.23029788],1.1489372
885,[0.23002529],1.1485292
886,[0.22981821],1.1481068
887,[0.2296304],1.1478236
888,[0.22937483],1.1473635
889,[0.22908679],1.1470096
890,[0.22884521],1.1466173
891,[0.22872797],1.1462402
892,[0.22872093],1.1459502
893,[0.22871949],1.1456546
894,[0.22866523],1.1452353
895,[0.2284727],1.1450528
896,[0.22813325],1.144456
897,[0.22766915],1.144275
898,[0.22719094],1.1437302
899,[0.22676766],1.1434047
900,[0.22640198],1.143003
901,[0.22606076],1.1425188
902,[0.22580422],1.1422222
903,[0.22562392],1.1418285
904,[0.22541547],1.1415503
905,[0.22513667],1.1411798
906,[0.2248087],1.1407738
907,[0.22452773],1.1404383
908,[0.22433408],1.1401064
909,[0.2241577],1.1397381
910,[0.22390689],1.139472
911,[0.22354195],1.1390762
912,[0.22313768],1.1387179
913,[0.22278991],1.1383564
914,[0.22255374],1.1379957
915,[0.2223964],1.1377076
916,[0.22223319],1.1373421
917,[0.22204609],1.1369901
918,[0.22184351],1.1366587
919,[0.22164668],1.136302
920,[0.22146626],1.1359897
921,[0.22126865],1.1356311
922,[0.22109528],1.1352232
923,[0.22087714],1.1349611
924,[0.22062975],1.1344917
925,[0.22028558],1.1342487
926,[0.21997264],1.1338121
927,[0.21978036],1.1335392
928,[0.21968447],1.1331885
929,[0.2196177],1.132853
930,[0.21947789],1.1325605
931,[0.21924464],1.1322123
932,[0.21890381],1.1319053
933,[0.21851768],1.131585
934,[0.21811767],1.131141
935,[0.21775734],1.1308739
936,[0.2174581],1.1304629
937,[0.21718715],1.1301513
938,[0.21694222],1.1298728
939,[0.21665664],1.1294646
940,[0.21636322],1.1291969
